NG	e̞nd͡ʑi
알라	a̠ɭɭa̠
알락개구리매	a̠ɭɭa̠k̚k͈e̞ɡuɾime̞
알락오리	a̠ɭɭa̠ɡo̞ɾi
알락해오라기	a̠ɭɭa̠kʰe̞o̞ɾa̠ɡi
알레르기	a̠ɭɭe̞ɾɯɡi
알렉산드리아	a̠ɭɭe̞ks͈a̠ndɯɾia̠
알려지다	a̠ɭʎjʌ̹d͡ʑida̠
알루미늄	a̠ɭɭumiɲjum
알리다	a̠ɭʎida̠
알릴기	a̠ɭʎiɭɡi
알맞다	a̠ɭma̠t̚t͈a̠
알바	a̠ɭba̠
알바니아	a̠ɭba̠nia̠
알바니아어	a̠ɭba̠nia̠ʌ̹
알밥	a̠ɭba̠p̚
알부민	a̠ɭbumin
알아차리다	a̠ɾa̠t͡ɕʰa̠ɾida̠
알약	a̠ɭʎja̠k̚
알제	a̠ɭd͡ʑe̞
알제리	a̠ɭd͡ʑe̞ɾi
알카인	a̠ɭkʰa̠in
알칸	a̠ɭkʰa̠n
알칼리	a̠ɭkʰa̠ɭʎi
알켄	a̠ɭkʰe̞n
알콜	a̠ɭkʰo̞ɭ
알킨	a̠ɭkçin
앓다	a̠ɭtʰa̠
앓아눕다	a̠ɾa̠nup̚t͈a̠
앓이	a̠ɾi
암	a̠m
암기	ˈa̠ːmɡi
암기하다	ˈa̠ːmɡiɦa̠da̠
암만	a̠mma̠n
암말	a̠mma̠ɭ
암실	ˈa̠ːmɕʰiɭ
암유	ˈa̠ːmju
암초	ˈa̠ːmt͡ɕʰo̞
암캐	a̠mkʰe̞
암탉	a̠mtʰa̠k̚
암퇘지	a̠mtʰwe̞d͡ʑi
암페어	a̠mpʰe̞ʌ̹
암호	ˈa̠ːmβo̞
암흑	ˈa̠ːmɣɯk̚
압	a̠p̚
압도하다	a̠p̚t͈o̞ɦa̠da̠
압력	a̠mɲjʌ̹k̚
압록강	a̠mno̞k̚k͈a̠ŋ
압록자그사니	a̠mno̞k̚t͡ɕ͈a̠ɡɯsʰa̠ni
압생트	a̠ps͈e̞ŋtʰɯ
앗	a̠t̚
앙골라	a̠ŋɡo̞ɭɭa̠
앙상블	a̠ŋsʰa̠ŋbɯɭ
앙카라	a̠ŋkʰa̠ɾa̠
앙케트	a̠ŋkʰe̞tʰɯ
앞	a̠p̚
앞두다	a̠p̚t͈uda̠
앞뒤	a̠p̚t͈ɥi
앞서	a̠ps͈ʌ̹
애교	ˈe̞ːɡjo
애국자	ˈe̞ːɡuk̚t͡ɕ͈a̠
애굽	e̞ɡup̚
애너그램	e̞nʌ̹ɡɯɾe̞m
애니메이션	e̞nime̞iɕʰjʌ̹n
애드웨어	e̞dɯwe̞ʌ̹
애매모호	ˈe̞ːme̞mo̞βo̞
애무	ˈe̞ːmu
애벌레	ˈe̞ːbʌ̹ɭɭe̞
애비	e̞bi
애쓰다	ˈe̞ːs͈ɯda̠
애완동물	ˈe̞ːwa̠ndo̞ŋmuɭ
애인	ˈe̞ːin
애정	ˈe̞ːd͡ʑʌ̹ŋ
애초	e̞t͡ɕʰo̞
애틋하다	e̞tʰɯtʰa̠da̠
애플리케이션	e̞pʰɯɭʎikʰe̞iɕʰjʌ̹n
애환	e̞βwa̠n
액수	e̞ks͈u
액적	e̞k̚t͡ɕ͈ʌ̹k̚
앨범	e̞ɭbʌ̹m
앰뷸런스	e̞mbjuɭɭʌ̹nsʰɯ
앰풀	e̞mpʰuɭ
앱	e̞p̚
앵무새	e̞ŋmusʰe̞
야경	ˈja̠ːɡjʌ̹ŋ
야곱	ja̠ɡo̞p̚
야구	ˈja̠ːɡu
야구장	ˈja̠ːɡud͡ʑa̠ŋ
야기하다	ˈja̠ːɡiɦa̠da̠
야드	ja̠dɯ
야마토	ja̠ma̠tʰo̞
야만인	ˈja̠ːma̠nin
야망	ˈja̠ːma̠ŋ
야무수크로	ja̠musʰukxɯɾo̞
야민정음	ja̠mind͡ʑʌ̹ŋɯm
야심	ˈja̠ːɕʰim
야운데	ja̠unde̞
야자유	ˈja̠ːd͡ʑa̠ju
야채	ˈja̠ːt͡ɕʰe̞
야쿠자	ja̠kʰud͡ʑa̠
야쿠츠크	ja̠kʰut͡ɕʰɯkxɯ
야하다	ˈja̠ːɦa̠da̠
야한	ˈja̠ːɦa̠n
야한	ˈja̠ːɦa̠n
약	ja̠k̚
약간	ja̠k̚k͈a̠n
약국	ja̠k̚k͈uk̚
약물	ja̠ŋmuɭ
약물	ja̠ŋmuɭ
약속하다	ja̠ks͈o̞kʰa̠da̠
약실	ja̠kɕ͈iɭ
약점	ja̠k̚t͡ɕ͈ʌ̹m
약탈	ja̠k̚tʰa̠ɭ
약혼	ja̠kʰo̞n
약혼녀	ja̠kʰo̞nɲjʌ̹
얌차	ja̠mt͡ɕʰa̠
양	ja̠ŋ
양곤	ja̠ŋɡo̞n
양국	ja̠ŋɡuk̚
양귀비	ja̠ŋɡɥibi
양동이	ja̠ŋdo̞ŋi
양력	ja̠ŋɲjʌ̹k̚
양로쵈	ja̠ŋno̞t͡ɕʰwe̞ɭ
양말	ja̠ŋma̠ɭ
양면	ja̠ŋmjʌ̹n
양반	ja̠ŋba̠n
양배추	ja̠ŋbe̞t͡ɕʰu
양봉	ˈja̠ːŋbo̞ŋ
양봉가	ˈja̠ːŋbo̞ŋɡa̠
양식	ja̠ŋɕʰik̚
양우	ja̠ŋu
양유	ja̠ŋju
양자	ja̠ŋd͡ʑa̠
양자역학	ja̠ŋd͡ʑa̠jʌ̹kʰa̠k̚
양자전기역학	ja̠ŋd͡ʑa̠d͡ʑʌ̹nɡijʌ̹kʰa̠k̚
양조장	ˈja̠ːŋd͡ʑo̞d͡ʑa̠ŋ
양주	ja̠ŋd͡ʑu
양쪽	ˈja̠ːŋt͡ɕ͈o̞k̚
양탄자	ja̠ŋtʰa̠nd͡ʑa̠
양태	ja̠ŋtʰe̞
양파	ja̠ŋpʰa̠
양피지	ja̠ŋpʰid͡ʑi
양하	ja̠ŋɦa̠
얕잡다	ja̠t̚t͡ɕ͈a̠p̚t͈a̠
얘기	ˈje̞ːɡi
어	ʌ̹
어간	ˈɘːɡa̠n
어감	ˈɘːɡa̠m
어구	ˈɘːɡu
어깨	ʌ̹k͈e̞
어깨뼈	ʌ̹k͈e̞p͈jʌ̹
어느새	ʌ̹nɯsʰe̞
어덩이	ʌ̹dʌ̹ŋi
어도	ʌ̹do̞
어둠	ʌ̹dum
어둡다	ʌ̹dup̚t͈a̠
어드벤처	ʌ̹dɯbe̞nt͡ɕʰʌ̹
어디	ʌ̹di
어디여	ʌ̹dijʌ̹
어떠하다	ʌ̹t͈ʌ̹ɦa̠da̠
어떡하다	ʌ̹t͈ʌ̹kʰa̠da̠
어떤	ʌ̹t͈ʌ̹n
어떻게	ʌ̹t͈ʌ̹kʰe̞
어떻다	ʌ̹t͈ʌ̹tʰa̠
어란	ʌ̹ɾa̠n
어려움	ʌ̹ɾjʌ̹um
어렵다	ʌ̹ɾjʌ̹p̚t͈a̠
어룡	ʌ̹ɾjoŋ
어루다	ʌ̹ɾuda̠
어르다	ˈɘːɾɯda̠
어른	ˈɘːɾɯn
어리다	ʌ̹ɾida̠
어리석다	ʌ̹ɾisʰʌ̹k̚t͈a̠
어린아이	ʌ̹ɾina̠i
어린이	ʌ̹ɾini
어릿광대	ʌ̹ɾit̚k͈wa̠ŋde̞
어머	ʌ̹mʌ̹
어머님	ʌ̹mʌ̹nim
어묵	ʌ̹muk̚
어버이	ʌ̹bʌ̹i
어븀	ʌ̹bjum
어색	ˈɘːsʰe̞k̚
어색하다	ˈɘːsʰe̞kʰa̠da̠
어서	ʌ̹sʰʌ̹
어엿하다	ʌ̹jʌ̹tʰa̠da̠
어요	ʌ̹jo
어우러지다	ʌ̹uɾʌ̹d͡ʑida̠
어이	ʌ̹i
어쨌든	ʌ̹t͡ɕ͈e̞t̚t͈ɯn
어쩌다	ʌ̹t͡ɕ͈ʌ̹da̠
어쩌면	ʌ̹t͡ɕ͈ʌ̹mjʌ̹n
어찌하다	ʌ̹t͡ɕ͈iɦa̠da̠
어치	ʌ̹t͡ɕʰi
어파	ˈɘːpʰa̠
어학	ˈɘːɦa̠k̚
어휘소	ʌ̹ɦɥisʰo̞
언	ʌ̹n
언급하다	ʌ̹nɡɯpʰa̠da̠
언뜻	ʌ̹nt͈ɯt̚
언론	ʌ̹ɭɭo̞n
언론학	ʌ̹ɭɭo̞nɦa̠k̚
언제나	ˈɘːnd͡ʑe̞na̠
언젠가	ˈɘːnd͡ʑe̞nɡa̠
얹다	ʌ̹nt͈a̠
얼	ɘːɭ
얼	ʌ̹ɭ
얼	ʌ̹ɭ
얼굴빛	ʌ̹ɭɡuɭp͈it̚
얼다	ˈɘːɭda̠
얼룩동사리	ʌ̹ɭɭuk̚t͈o̞ŋsʰa̠ɾi
얼룩말	ʌ̹ɭɭuŋma̠ɭ
얼룩새코미꾸리	ʌ̹ɭɭuks͈e̞kʰo̞mik͈uɾi
얼리다	ʌ̹ɭʎida̠
얼마	ʌ̹ɭma̠
얼버무리다	ʌ̹ɭbʌ̹muɾida̠
얼쑤	ʌ̹ɭs͈u
얼어붙다	ʌ̹ɾʌ̹but̚t͈a̠
얼음	ʌ̹ɾɯm
얼짱	ʌ̹ɭt͡ɕ͈a̠ŋ
얼핏	ʌ̹ɭpʰit̚
얽매다	ʌ̹ŋme̞da̠
얽매이다	ʌ̹ŋme̞ida̠
엄	ʌ̹m
엄격	ʌ̹mk͈jʌ̹k̚
엄격하다	ʌ̹mk͈jʌ̹kʰa̠da̠
엄니	ˈɘːmni
엄마	ʌ̹mma̠
엄지손가락	ʌ̹md͡ʑisʰo̞nɡa̠ɾa̠k̚
엄친아	ʌ̹mt͡ɕʰina̠
업	ʌ̹p̚
업그레이드	ʌ̹p̚k͈ɯɾe̞idɯ
업둥이	ʌ̹p̚t͈uŋi
업종	ʌ̹p̚t͡ɕ͈o̞ŋ
업체	ʌ̹p̚t͡ɕʰe̞
없애다	ʌ̹ps͈e̞da̠
없어지다	ˈɘːps͈ʌ̹d͡ʑida̠
엇비슷하다	ʌ̹t̚p͈isʰɯtʰa̠da̠
엉덩방아	ˈɘːŋdʌ̹ŋba̠ŋa̠
엉덩이	ˈɘːŋdʌ̹ŋi
엉망진창	ʌ̹ŋma̠ŋd͡ʑint͡ɕʰa̠ŋ
엉엉	ʌ̹ŋʌ̹ŋ
엉큼하다	ʌ̹ŋkxɯmɦa̠da̠
엎드리다	ʌ̹p̚t͈ɯɾida̠
엎지르다	ʌ̹p̚t͡ɕ͈iɾɯda̠
에	e̞
에게	e̞ɡe̞
에네르기	e̞ne̞ɾɯɡi
에러	e̞ɾʌ̹
에르븀	e̞ɾɯbjum
에리트레아	e̞ɾitʰɯɾe̞a̠
에미	e̞mi
에미리트	e̞miɾitʰɯ
에서	e̞sʰʌ̹
에스빠냐	e̞sʰɯp͈a̠ɲja̠
에스체트	e̞sʰɯt͡ɕʰe̞tʰɯ
에스컬레이터	e̞sʰɯkʰʌ̹ɭɭe̞itʰʌ̹
에스터	e̞sʰɯtʰʌ̹
에스테르	e̞sʰɯtʰe̞ɾɯ
에스토니아	e̞sʰɯtʰo̞nia̠
에스토니아어	e̞sʰɯtʰo̞nia̠ʌ̹
에스파냐	e̞sʰɯpʰa̠ɲja̠
에어컨	e̞ʌ̹kʰʌ̹n
에이즈	e̞id͡ʑɯ
에잇	e̞it̚
에취	e̞t͡ɕʰɥi
에콰도르	e̞kʰwa̠do̞ɾɯ
에터	e̞tʰʌ̹
에테르	e̞tʰe̞ɾɯ
에티켓	e̞tʰikʰe̞t̚
에피소드	e̞pʰisʰo̞dɯ
엔	e̞n
엔진	e̞nd͡ʑin
엘니노	e̞ɭʎino̞
엘니뇨	e̞ɭʎiɲjo
엘리베이터	e̞ɭʎibe̞itʰʌ̹
여가	jʌ̹ɡa̠
여객기	jʌ̹ɡe̞k̚k͈i
여건	ˈjɘːɡʌ̹n
여겨지다	jʌ̹ɡjʌ̹d͡ʑida̠
여과	ˈjɘːɡwa̠
여관	jʌ̹ɡwa̠n
여남은	jʌ̹na̠mɯn
여닫다	ˈjɘːda̠t̚t͈a̠
여대생	jʌ̹de̞sʰe̞ŋ
여덟	jʌ̹dʌ̹ɭ
여드름	jʌ̹dɯɾɯm
여든째	jʌ̹dɯnt͡ɕ͈e̞
여러분	jʌ̹ɾʌ̹bun
여러해살이	jʌ̹ɾʌ̹ɦe̞sʰa̠ɾi
여럿	jʌ̹ɾʌ̹t̚
여론	ˈjɘːɾo̞n
여름	jʌ̹ɾɯm
여배우	jʌ̹be̞u
여보	jʌ̹bo̞
여보세요	jʌ̹bo̞sʰe̞jo
여사친	jʌ̹sʰa̠t͡ɕʰin
여색	jʌ̹sʰe̞k̚
여신	jʌ̹ɕʰin
여왕	jʌ̹wa̠ŋ
여울	jʌ̹uɭ
여울마자	jʌ̹uɭma̠d͡ʑa̠
여유	jʌ̹ju
여자	jʌ̹d͡ʑa̠
여전히	jʌ̹d͡ʑʌ̹nʝi
여진	jʌ̹d͡ʑin
여진	jʌ̹d͡ʑin
여쭈다	ˈjɘːt͡ɕ͈uda̠
여체	jʌ̹t͡ɕʰe̞
여학생	jʌ̹ɦa̠ks͈e̞ŋ
여행하다	jʌ̹ɦe̞ŋɦa̠da̠
여호와	jʌ̹βo̞wa̠
역겹다	jʌ̹k̚k͈jʌ̹p̚t͈a̠
역경	jʌ̹k̚k͈jʌ̹ŋ
역량	jʌ̹ŋɲja̠ŋ
역사가	jʌ̹ks͈a̠ɡa̠
역사적	jʌ̹ks͈a̠d͡ʑʌ̹k̚
역시	jʌ̹kɕ͈i
역원	jʌ̹ɡwʌ̹n
역학	jʌ̹kʰa̠k̚
역할	jʌ̹kʰa̠ɭ
엮다	jʌ̹k̚t͈a̠
연	jʌ̹n
연가	ˈjɘːnɡa̠
연결	jʌ̹nɡjʌ̹ɭ
연결되다	jʌ̹nɡjʌ̹ɭdwe̞da̠
연결하다	jʌ̹nɡjʌ̹ɾɦa̠da̠
연고	ˈjɘːnɡo̞
연골	ˈjɘːnɡo̞ɭ
연구	ˈjɘːnɡu
연구되다	jʌ̹nɡudwe̞da̠
연구소	jʌ̹nɡusʰo̞
연구원	ˈjɘːnɡuwʌ̹n
연구원생	jʌ̹nɡuwʌ̹nsʰe̞ŋ
연구자	ˈjɘːnɡud͡ʑa̠
연구하다	ˈjɘːnɡuɦa̠da̠
연극	ˈjɘːnɡɯk̚
연기	ˈjɘːnɡi
연기	jʌ̹nɡi
연기	jʌ̹nɡi
연기자	ˈjɘːnɡid͡ʑa̠
연대	jʌ̹nde̞
연락	jʌ̹ɭɭa̠k̚
연락처	jʌ̹ɭɭa̠k̚t͡ɕʰʌ̹
연락하다	jʌ̹ɭɭa̠kʰa̠da̠
연령	jʌ̹ɭʎjʌ̹ŋ
연료	jʌ̹ɭʎjo
연루	jʌ̹ɭɭu
연말	jʌ̹nma̠ɭ
연맹	jʌ̹nme̞ŋ
연못	jʌ̹nmo̞t̚
연방	jʌ̹nba̠ŋ
연뿌리	jʌ̹np͈uɾi
연상	jʌ̹nsʰa̠ŋ
연설	ˈjɘːnsʰʌ̹ɭ
연세	jʌ̹nsʰe̞
연속	jʌ̹nsʰo̞k̚
연속극	jʌ̹nsʰo̞k̚k͈ɯk̚
연습	ˈjɘːnsʰɯp̚
연습곡	ˈjɘːnsʰɯp̚k͈o̞k̚
연습하다	ˈjɘːnsʰɯpʰa̠da̠
연안	jʌ̹na̠n
연애	ˈjɘːne̞
연애편지	ˈjɘːne̞pʰjʌ̹nd͡ʑi
연어	jʌ̹nʌ̹
연예인	ˈjɘːɲje̞in
연옥	ˈjɘːno̞k̚
연월일	jʌ̹nwʌ̹ɾiɭ
연적	ˈjɘːnd͡ʑʌ̹k̚
연주	ˈjɘːnd͡ʑu
연주하다	ˈjɘːnd͡ʑuɦa̠da̠
연준모치	jʌ̹nd͡ʑunmo̞t͡ɕʰi
연체동물	ˈjɘːnt͡ɕʰe̞do̞ŋmuɭ
연초	jʌ̹nt͡ɕʰo̞
연출	ˈjɘːnt͡ɕʰuɭ
연패	jʌ̹npʰe̞
연필	jʌ̹npʰiɭ
연하다	ˈjɘːnɦa̠da̠
연합	jʌ̹nɦa̠p̚
연혁	ˈjɘːnʝjʌ̹k̚
연회	ˈjɘːnβwe̞
연휴	jʌ̹nʝju
연흔	jʌ̹nɣɯn
엳아홉	jʌ̹da̠βo̞p̚
열	jʌ̹ɭ
열넷	jʌ̹ɭɭe̞t̚
열다	ˈjɘːɭda̠
열다섯	jʌ̹ɭt͈a̠sʰʌ̹t̚
열다섯째	jʌ̹ɭt͈a̠sʰʌ̹t̚t͡ɕ͈e̞
열대붉은해오라기	jʌ̹ɭde̞buɭɡɯnɦe̞o̞ɾa̠ɡi
열도	jʌ̹ɭt͈o̞
열동갈문절	jʌ̹ɭt͈o̞ŋɡa̠ɭmund͡ʑʌ̹ɭ
열둘	jʌ̹ɭt͈uɭ
열등감	jʌ̹ɭt͈ɯŋɡa̠m
열람실	jʌ̹ɭɭa̠mɕʰiɭ
열리다	jʌ̹ɭʎida̠
열매	jʌ̹ɭme̞
열목어	jʌ̹ɭmo̞ɡʌ̹
열반	jʌ̹ɭba̠n
열병	jʌ̹ɭbjʌ̹ŋ
열셋	jʌ̹ɭs͈e̞t̚
열셋째	jʌ̹ɭs͈e̞t̚t͡ɕ͈e̞
열쇠	ˈjɘːɭs͈we̞
열심히	jʌ̹ɭɕ͈imʝi
열아홉	jʌ̹ɾa̠βo̞p̚
열없다	ˈjɘːɾʌ̹p̚t͈a̠
열없쟁이	ˈjɘːɾʌ̹p̚t͡ɕ͈e̞ŋi
열여덟	jʌ̹ɭʎjʌ̹dʌ̹ɭ
열여덟째	jʌ̹ɭʎjʌ̹dʌ̹ɭt͡ɕ͈e̞
열여섯	jʌ̹ɭʎjʌ̹sʰʌ̹t̚
열역학	jʌ̹ɭʎjʌ̹kʰa̠k̚
열일곱	jʌ̹ɭʎiɭɡo̞p̚
열정	jʌ̹ɭd͡ʑʌ̹ŋ
열차	jʌ̹ɭt͡ɕʰa̠
열하나	jʌ̹ɾɦa̠na̠
열한째	jʌ̹ɾɦa̠nt͡ɕ͈e̞
열흘	jʌ̹ɾɣɯɭ
엷다	ˈjɘːɭt͈a̠
염	jʌ̹m
염기	jʌ̹mɡi
염려하다	ˈjɘːmɲjʌ̹ɦa̠da̠
염병	ˈjɘːmbjʌ̹ŋ
염복	ˈjɘːmbo̞k̚
염색체	ˈjɘːmsʰe̞k̚t͡ɕʰe̞
염세주의	ˈjɘːmsʰe̞d͡ʑuɰi
염소	jʌ̹msʰo̞
염주	ˈjɘːmd͡ʑu
염통	jʌ̹mtʰo̞ŋ
엽궐련	jʌ̹p̚k͈wʌ̹ɭʎjʌ̹n
엽록소	jʌ̹mno̞ks͈o̞
엽록체	jʌ̹mno̞k̚t͡ɕʰe̞
엽서	jʌ̹ps͈ʌ̹
엿	jʌ̹t̚
엿	jʌ̹t̚
엿	jɘːt̚
엿기름	jʌ̹t̚k͈iɾɯm
엿듣다	ˈjɘːt̚t͈ɯt̚t͈a̠
엿보다	ˈjɘːt̚p͈o̞da̠
엿새	jʌ̹t̚s͈e̞
영	jʌ̹ŋ
영광	jʌ̹ŋɡwa̠ŋ
영구	ˈjɘːŋɡu
영국	jʌ̹ŋɡuk̚
영국인	jʌ̹ŋɡuɡin
영도자	jʌ̹ŋdo̞d͡ʑa̠
영리하다	ˈjɘːŋniɦa̠da̠
영묘	jʌ̹ŋmjo
영사	jʌ̹ŋsʰa̠
영사관	jʌ̹ŋsʰa̠ɡwa̠n
영상	jʌ̹ŋsʰa̠ŋ
영성	jʌ̹ŋsʰʌ̹ŋ
영성체	ˈjɘːŋsʰʌ̹ŋt͡ɕʰe̞
영수증	jʌ̹ŋsʰud͡ʑɯŋ
영양	jʌ̹ŋja̠ŋ
영양물	jʌ̹ŋja̠ŋmuɭ
영양탕	jʌ̹ŋja̠ŋtʰa̠ŋ
영어	jʌ̹ŋʌ̹
영업	jʌ̹ŋʌ̹p̚
영역	jʌ̹ŋjʌ̹k̚
영웅	jʌ̹ŋuŋ
영원	ˈjɘːŋwʌ̹n
영원하다	ˈjɘːŋwʌ̹nɦa̠da̠
영원히	ˈjɘːŋwʌ̹nʝi
영자팔법	jʌ̹ŋd͡ʑa̠pʰa̠ɭbʌ̹p̚
영적	jʌ̹ŋt͡ɕ͈ʌ̹k̚
영지	jʌ̹ŋd͡ʑi
영하	jʌ̹ŋɦa̠
영향	ˈjɘːŋʝja̠ŋ
영향력	ˈjɘːŋʝja̠ŋɲjʌ̹k̚
영혼	jʌ̹ŋβo̞n
영화	jʌ̹ŋβwa̠
영화	jʌ̹ŋβwa̠
영화관	jʌ̹ŋβwa̠ɡwa̠n
옅다	jʌ̹t̚t͈a̠
옆	jʌ̹p̚
옆얼굴	jʌ̹bʌ̹ɭɡuɭ
예	je̞ː
예	je̞ː
예	je̞
예	je̞ː
예	je̞
예능	ˈje̞ːnɯŋ
예니레	je̞niɾe̞
예닐곱	je̞niɭɡo̞p̚
예루살렘	je̞ɾusʰa̠ɭɭe̞m
예물	je̞muɭ
예쁘다	ˈje̞ːp͈ɯda̠
예산	ˈje̞ːsʰa̠n
예상되다	ˈje̞ːsʰa̠ŋdwe̞da̠
예수	je̞sʰu
예수회	je̞sʰuβwe̞
예순	je̞sʰun
예순째	je̞sʰunt͡ɕ͈e̞
예술	ˈje̞ːsʰuɭ
예술가	ˈje̞ːsʰuɭɡa̠
예식	je̞ɕʰik̚
예언	ˈje̞ːʌ̹n
예언자	ˈje̞ːʌ̹nd͡ʑa̠
예의	je̞ɰi
예전	ˈje̞ːd͡ʑʌ̹n
예정	ˈje̞ːd͡ʑʌ̹ŋ
예취기	je̞t͡ɕʰɥiɡi
예카테린부르크	je̞kʰa̠tʰe̞ɾinbuɾɯkxɯ
예컨대	ˈje̞ːkʰʌ̹nde̞
예후	ˈje̞ːβu
옛	je̞ːt̚
옛날	ˈje̞ːnna̠ɭ
옛날이야기	ˈje̞ːnna̠ɭʎija̠ɡi
옛말	ˈje̞ːnma̠ɭ
옛한글	ˈje̞ːtʰa̠nɡɯɭ
오	o̞ː
오가네손	o̞ɡa̠ne̞sʰo̞n
오가다	o̞ɡa̠da̠
오각형	ˈo̞ːɡa̠kçjʌ̹ŋ
오금	o̞ɡɯm
오늘	o̞nɯɭ
오늘날	o̞nɯɭɭa̠ɭ
오늬	o̞ni
오다	o̞da̠
오덕후	o̞dʌ̹kʰu
오데사	o̞de̞sʰa̠
오뎅	o̞de̞ŋ
오드콜로뉴	o̞dɯkʰo̞ɭɭo̞ɲju
오등	ˈo̞ːdɯŋ
오디	o̞di
오딘	o̞din
오라버니	o̞ɾa̠bʌ̹ni
오라버님	o̞ɾa̠bʌ̹nim
오락	ˈo̞ːɾa̠k̚
오랑우탄	o̞ɾa̠ŋutʰa̠n
오랑캐	o̞ɾa̠ŋkʰe̞
오래	o̞ɾe̞
오래간만	o̞ɾe̞ɡa̠nma̠n
오래다	o̞ɾe̞da̠
오래되다	o̞ɾe̞dwe̞da̠
오래전	o̞ɾe̞d͡ʑʌ̹n
오랜	o̞ɾe̞n
오랜만	o̞ɾe̞nma̠n
오랫동안	o̞ɾe̞t̚t͈o̞ŋa̠n
오렌지	o̞ɾe̞nd͡ʑi
오렌지윗수염박쥐	o̞ɾe̞nd͡ʑiɥit̚s͈ujʌ̹mba̠k̚t͡ɕ͈ɥi
오룔	o̞ɾjoɭ
오류	ˈo̞ːɾju
오르가슴	o̞ɾɯɡa̠sʰɯm
오르간	o̞ɾɯɡa̠n
오르내리다	o̞ɾɯne̞ɾida̠
오르되브르	o̞ɾɯdwe̞bɯɾɯ
오른	o̞ɾɯn
오른손잡이	o̞ɾɯnsʰo̞nd͡ʑa̠bi
오른쪽	o̞ɾɯnt͡ɕ͈o̞k̚
오리너구리	ˈo̞ːɾinʌ̹ɡuɾi
오만	o̞ma̠n
오만	ˈo̞ːma̠n
오문	o̞mun
오물	ˈo̞ːmuɭ
오믈렛	o̞mɯɭɭe̞t̚
오븐	o̞bɯn
오빠	o̞p͈a̠
오사존	o̞sʰa̠d͡ʑo̞n
오사카	o̞sʰa̠kʰa̠
오세아니아	o̞sʰe̞a̠nia̠
오소리	o̞sʰo̞ɾi
오스뮴	o̞sʰɯmjum
오스트레일리아	o̞sʰɯtʰɯɾe̞iɭʎia̠
오스트리아	o̞sʰɯtʰɯɾia̠
오슬로	o̞sʰɯɭɭo̞
오십	ˈo̞ːɕʰip̚
오염되다	ˈo̞ːjʌ̹mdwe̞da̠
오온	o̞o̞n
오옴	o̞o̞m
오월	ˈo̞ːwʌ̹ɭ
오이	o̞i
오적어	o̞d͡ʑʌ̹ɡʌ̹
오전	ˈo̞ːd͡ʑʌ̹n
오존	o̞d͡ʑo̞n
오줌	o̞d͡ʑum
오직	o̞d͡ʑik̚
오징어	o̞d͡ʑiŋʌ̹
오케스트라	o̞kʰe̞sʰɯtʰɯɾa̠
오케이	o̞kʰe̞i
오크로시카	o̞kxɯɾo̞ɕʰikʰa̠
오타쿠	o̞tʰa̠kʰu
오토메이션	o̞tʰo̞me̞iɕʰjʌ̹n
오토바이	o̞tʰo̞ba̠i
오트밀	o̞tʰɯmiɭ
오페라	o̞pʰe̞ɾa̠
오피스텔	o̞pʰisʰɯtʰe̞ɭ
오해하다	ˈo̞ːɦe̞ɦa̠da̠
오환	o̞βwa̠n
오히려	o̞ʝiɾjʌ̹
옥고	o̞k̚k͈o̞
옥상	o̞ks͈a̠ŋ
옥새	o̞ks͈e̞
옥색	o̞ks͈e̞k̚
옥석	o̞ks͈ʌ̹k̚
옥시토신	o̞kɕ͈itʰo̞ɕʰin
옥잠화	o̞k̚t͡ɕ͈a̠mβwa̠
옥중	o̞k̚t͡ɕ͈uŋ
옥토	o̞k̚tʰo̞
온	o̞n
온	o̞ːn
온갖	o̞nɡa̠t̚
온도	o̞ndo̞
온도계	o̞ndo̞ɡje̞
온두라스	o̞nduɾa̠sʰɯ
온라인	o̞nna̠in
온수	o̞nsʰu
온실	o̞nɕʰiɭ
온종일	ˈo̞ːnd͡ʑo̞ŋiɭ
온천	o̞nt͡ɕʰʌ̹n
온통	ˈo̞ːntʰo̞ŋ
올	o̞ɭ
올겨울	o̞ɭk͈jʌ̹uɭ
올라가다	o̞ɭɭa̠ɡa̠da̠
올라오다	o̞ɭɭa̠o̞da̠
올려놓다	o̞ɭʎjʌ̹no̞tʰa̠
올리고	o̞ɭʎiɡo̞
올리다	o̞ɭʎida̠
올림픽	o̞ɭʎimpʰik̚
올바르다	o̞ɭba̠ɾɯda̠
올여름	o̞ɭʎjʌ̹ɾɯm
올해	o̞ɾɦe̞
옮다	ˈo̞ːmt͈a̠
옮아가다	o̞ɭma̠ɡa̠da̠
옳다	o̞ɭtʰa̠
옴개구리	o̞mɡe̞ɡuɾi
옴스크	o̞msʰɯkxɯ
옴쌀	o̞ms͈a̠ɭ
옴즈기다	o̞md͡ʑɯɡida̠
옷	o̞t̚
옷감	o̞t̚k͈a̠m
옹	o̞ŋ
와	wa̠
와가두구	wa̠ɡa̠duɡu
와봐	ˈwa̠ːbwa̠
와사비	wa̠sʰa̠bi
와이셔츠	wa̠iɕʰjʌ̹t͡ɕʰɯ
와이파이	wa̠ipʰa̠i
와이프	wa̠ipʰɯ
와인	wa̠in
와트	wa̠tʰɯ
왁자그르르	wa̠k̚t͡ɕ͈a̠ɡɯɾɯɾɯ
왁자지껄하다	wa̠k̚t͡ɕ͈a̠d͡ʑik͈ʌ̹ɾɦa̠da̠
완곡어법	ˈwa̠ːnɡo̞ɡʌ̹bʌ̹p̚
