a	ɒ
house	hɒuz
hova	hovɒ
hová	hovaː
hóvakság	hoːvɒkʃaːɡ
hővezetés	høːvɛzɛteːʃ
hóvihar	hoːviɦɒr
hóviharok	hoːviɦɒrok
hóvirág	hoːviraːɡ
hóvirágok	hoːviraːɡok
hozama	hozɒmɒ
hozamaid	hozɒmɒʲid
hozamai	hozɒmɒʲi
hozamaik	hozɒmɒʲik
hozamaim	hozɒmɒʲim
hozamaink	hozɒmɒʲiŋk
hozamaitok	hozɒmɒʲitok
hozam	hozɒm
hozamod	hozɒmod
hozamok	hozɒmok
hozamom	hozɒmom
hozamotok	hozɒmotok
hozamuk	hozɒmuk
hozamunk	hozɒmuŋk
hózentráger	hoːzɛntraːɡɛr
hózentrógerek	hoːzɛntroːɡɛrɛk
hózentróger	hoːzɛntroːɡɛr
hozhat	hoshɒt
hoz	hoz
hozni	hozni
hozó	hozoː
hozok	hozok
hozomány	hozomaːɲ
hozományok	hozomaːɲok
hozom	hozom
hozott	hozotː
hozta	hostɒ
hozták	hostaːk
hoztuk	hostuk
hozunk	hozuŋk
hozzáadása	hozːaːɒdaːʃɒ
hozzáadás	hozːaːɒdaːʃ
hozzáadható	hozːaːɒthɒtoː
hozzáad	hozːaːɒd
hozzáállás	hozːaːaːlːaːʃ
hozzád	hozːaːd
hozzáértő	hozːaːʲeːrtøː
hozzáférések	hozːaːfeːreːʃɛk
hozzáférés	hozːaːfeːreːʃ
hozzáférhető	hozːaːfeːrɦɛtøː
hozzáfog	hozːaːfoɡ
hozza	hozːɒ
hozzá	hozːaː
hozzáír	hozːaːʲiːr
hozzája	hozːaːjɒ
hozzájárulása	hozːaːjaːrulaːʃɒ
hozzájárulásával	hozːaːjaːrulaːʃaːvɒl
hozzájárulás	hozːaːjaːrulaːʃ
hozzájárulások	hozːaːjaːrulaːʃok
hozzájárul	hozːaːjaːrul
hozzájuk	hozːaːjuk
hozzám	hozːaːm
hozzam	hozːɒm
hozzánk	hozːaːŋk
hozzászokik	hozːaːsokik
hozzászólása	hozːaːsoːlaːʃɒ
hozzászólásaid	hozːaːsoːlaːʃɒʲid
hozzászólására	hozːaːsoːlaːʃaːrɒ
hozzászólását	hozːaːsoːlaːʃaːt
hozzászólás	hozːaːsoːlaːʃ
hozzászóláshoz	hozːaːsoːlaːʃhoz
hozzászólások	hozːaːsoːlaːʃok
hozzászólásokhoz	hozːaːsoːlaːʃokhoz
hozzászólásokra	hozːaːsoːlaːʃokrɒ
hozzászólásra	hozːaːsoːlaːʃrɒ
hozzászólástól	hozːaːsoːlaːʃtoːl
hozzászólhat	hozːaːsoːlɦɒt
hozzászól	hozːaːsoːl
hozzászóló	hozːaːsoːloː
hozzátartozik	hozːaːtɒrtozik
hozzátartozó	hozːaːtɒrtozoː
hozzátartozók	hozːaːtɒrtozoːk
hozzátesz	hozːaːtɛs
hozzátok	hozːaːtok
hruscsov	hruʃt͡ʃov
hsz.	hɒtaːrozoːsoː
hücpe	hyt͡spɛ
hűen	hyːɛn
húg	huːɡ
húgok	huːɡok
húgycső	huːct͡ʃøː
húgycső	huːt͡ʃːøː
húgyhólyag	huːchoːjɒɡ
húgy	huːɟ
húgyok	huːɟok
húgysavak	huːcʃɒvɒk
húgysav	huːcʃɒv
hűha	hyːɦɒ
huhog	huɦoɡ
hu	hu
hú	huː
hű	hyː
hüledezik	hylɛdɛzik
hűl	hyːl
hullába	hulːaːbɒ
hulladék	hulːɒdeːk
hulladékok	hulːɒdeːkok
hulladékot	hulːɒdeːkot
hullád	hulːaːd
hullaház	hulːɒɦaːz
hulla	hulːɒ
hullák	hulːaːk
hullamerevség	hulːɒmɛrɛfʃeːɡ
hullámfüggvény	hulːaːɱfyɡveːɲ
hullámhossz	hulːaːmɦosː
hullám	hulːaːm
hullámlovaglás	hulːaːmlovɒɡlaːʃ
hullámocska	hulːaːmot͡ʃkɒ
hullámocskák	hulːaːmot͡ʃkaːk
hullámok	hulːaːmok
hullámos	hulːaːmoʃ
hullámtörő	hulːaːmtørøː
hullámvasút	hulːaːɱvɒʃuːt
hullámzik	hulːaːmzik
hullán	hulːaːn
hullát	hulːaːt
hullat	hulːɒt
hulldogál	huldoɡaːl
hull	hulː
hullócsillag	hulːoːt͡ʃilːɒɡ
hüllő	hylːøː
hüllők	hylːøːk
hülye	hyjɛ
hülyék	hyjeːk
hülyének	hyjeːnɛk
hülyeséget	hyjɛʃeːɡɛt
hülyeség	hyjɛʃeːɡ
hülyéskedik	hyjeːʃkɛdik
humán	humaːn
humanista	humɒniʃtɒ
humanizmus	humɒnizmuʃ
humbug	humbuɡ
humbugok	humbuɡok
humora	humorɒ
humorérzéke	humoreːrzeːkɛ
humorérzék	humoreːrzeːk
humoreszkek	humorɛskɛk
humoreszk	humorɛsk
humor	humor
humorista	humoriʃtɒ
humoron	humoron
humoros	humoroʃ
hungarocell	huŋɡɒrot͡sɛlː
hun	hun
hunok	hunok
hunyadi	huɲɒdi
huny	huɲ
hüpnosz	hypnos
hüppög	hypːøɡ
hurcol	hurt͡sol
húr	huːr
hurka	hurkɒ
hurkák	hurkaːk
hurok	hurok
húrok	huːrok
húron	huːron
hurrikán	hurːikaːn
hurrikánok	hurːikaːnok
hurut	hurut
hurutok	hurutok
húsa	huːʃɒ
husáng	huʃaːŋɡ
hűséges	hyːʃeːɡɛʃ
hűség	hyːʃeːɡ
húsevő	huːʃɛvøː
húsgombóc	huːʒɡomboːt͡s
húsgombócok	huːʒɡomboːt͡sok
hús	huːʃ
hűs	hyːʃ
húskonzerv	huːʃkonzɛrv
húslé	huːʃleː
húsok	huːʃok
hűsöl	hyːʃøl
húsosabb	huːʃoʃɒbː
húsos	huːʃoʃ
húst	huːʃt
húsvét	huːʃveːt
húsvéti	huːʃveːti
húsvétot	huːʃveːtot
húsvilla	huːʃvilːɒ
huszadik	husɒdik
huszár	husaːr
huszárok	husaːrok
húsz	huːs
huszitizmus	husitizmuʃ
huszonegyedik	husonɛɟːɛdik
huszonegy	husonɛɟː
huszonharmadik	husonɦɒrmɒdik
huszonhárom	husonɦaːrom
huszonhat	husonɦɒt
huszonhatodik	husonɦɒtodik
huszonhetedik	husonɦɛtɛdik
huszonhét	husonɦeːt
huszon	huson
huszonkettedik	husoŋkɛtːɛdik
huszonkettő	husoŋkɛtːøː
huszonkilencedik	husoŋkilɛnt͡sɛdik
huszonkilenc	husoŋkilɛnt͡s
huszonnegyedik	husonːɛɟɛdik
huszonnégy	husonːeːɟ
huszonnyolcadik	husoɲːolt͡sɒdik
huszonnyolc	husoɲːolt͡s
huszonöt	husonøt
huszonötödik	husonøtødik
huta	hutɒ
hűt	hyːt
hűtlen	hyːtlɛn
hűtlenség	hyːtlɛnʃeːɡ
hűtő	hyːtøː
hűtők	hyːtøːk
hűtőmágnes	hyːtøːmaːɡnɛʃ
hűtőszekrények	hyːtøːsɛkreːɲɛk
hűtőszekrény	hyːtøːsɛkreːɲ
hűtőtáska	hyːtøːtaːʃkɒ
hűtőtáskák	hyːtøːtaːʃkaːk
hüvelyek	hyvɛjɛk
hüvely	hyvɛj
hüvelykek	hyvɛjkɛk
hüvelyk	hyvɛjk
hüvelykujjak	hyvɛjkujːɒk
hüvelykujj	hyvɛjkujː
hűvösebb	hyːvøʃɛbː
hűvös	hyːvøʃ
huzal	huzɒl
huzalok	huzɒlok
huzamban	huzɒmbɒn
huzam	huzɒm
huzat	huzɒt
húzat	huːzɒt
huzatok	huzɒtok
huzatos	huzɒtoʃ
húz	huːz
húzkod	huːskod
húzni	huːzni
húzódik	huːzoːdik
húzódó	huːzoːdoː
húzó	huːzoː
húzók	huːzoːk
húzza	huːzːɒ
iá	iaː
iaszón	jɒsoːn
ibolya	ibojɒ
ibolyák	ibojaːk
ibriked	ibrikɛd
ibrike	ibrikɛ
ibrikeik	ibrikɛʲik
ibrikeink	ibrikɛʲiŋk
ibrikeitek	ibrikɛʲitɛk
ibrikek	ibrikɛk
ibrikem	ibrikɛm
ibriketek	ibrikɛtɛk
ibrik	ibrik
ibrikük	ibrikyk
ibrikünk	ibrikyŋk
ida	idɒ
idead	idɛɒd
idea	idɛɒ
ideák	idɛaːk
ideál	idɛaːl
ideálisabb	idɛaːliʃɒbː
ideálisak	idɛaːliʃɒk
ideálisat	idɛaːliʃɒt
ideális	idɛaːliʃ
ideálist	idɛaːliʃt
idealizál	idɛɒlizaːl
ideértve	idɛʲeːrtvɛ
idegek	idɛɡɛk
idegenek	idɛɡɛnɛk
idegenforgalmi	idɛɡɛɱforɡɒlmi
idegenforgalom	idɛɡɛɱforɡɒlom
idegen	idɛɡɛn
idegenlégiós	idɛɡɛnleːɡiʲoːʃ
idegenlégiósok	idɛɡɛnleːɡiʲoːʃok
idegenvezető	idɛɡɛɱvɛzɛtøː
idegenvezetők	idɛɡɛɱvɛzɛtøːk
idegesebb	idɛɡɛʃɛbː
ideges	idɛɡɛʃ
idegesít	idɛɡɛʃiːt
idegesítő	idɛɡɛʃiːtøː
idegességek	idɛɡɛʃːeːɡɛk
idegesség	idɛɡɛʃːeːɡ
ideggyógyászat	idɛɡɟoːɟaːsɒt
ideggyógyász	idɛɡɟoːɟaːs
ideggyógyászok	idɛɡɟoːɟaːsok
ideg	idɛɡ
idegklinika	idɛkːlinikɒ
idegklinikák	idɛkːlinikaːk
idegorvos	idɛɡorvoʃ
idegorvosok	idɛɡorvoʃok
idegösszeomlás	idɛɡøsːɛomlaːʃ
idegösszeomlások	idɛɡøsːɛomlaːʃok
idegrendszer	idɛɡrɛntsɛr
idegroham	idɛɡroɦɒm
idegrohamok	idɛɡroɦɒmok
idegsejtek	idɛkʃɛjtɛk
idegsejt	idɛkʃɛjt
idehaza	idɛɦɒzɒ
ide	idɛ
ideig	idɛʲiɡ
ideiglenesebben	idɛʲiɡlɛnɛʃɛbːɛn
ideiglenesen	idɛʲiɡlɛnɛʃɛn
ideiglenes	idɛʲiɡlɛnɛʃ
ideiglenesség	idɛʲiɡlɛnɛʃːeːɡ
idei	idɛʲi
ideír	idɛʲiːr
idejében	idɛjeːbɛn
ideje	idɛjɛ
idején	idɛjeːn
idejére	idɛjeːrɛ
idejük	idɛjyk
ideküld	idɛkyld
idempotencia	idɛmpotɛnt͡siʲɒ
idén	ideːn
identifikáció	idɛntifikaːt͡siʲoː
identifikációk	idɛntifikaːt͡siʲoːk
identitás	idɛntitaːʃ
identitások	idɛntitaːʃok
idények	ideːɲɛk
idény	ideːɲ
ideológia	idɛoloːɡiʲɒ
ideológiai	idɛoloːɡiʲɒʲi
idétlen	ideːtlɛn
idétlenkedés	ideːtlɛŋkɛdeːʃ
idétlenkedik	ideːtlɛŋkɛdik
idézetek	ideːzɛtɛk
idézet	ideːzɛt
idézettel	ideːzɛtːɛl
idéz	ideːz
idéző	ideːzøː
idézőjelek	ideːzøːjɛlɛk
idézőjel	ideːzøːjɛl
id.	idøːʃɛbː
id.	idøːʒb
idióma	idiʲoːmɒ
idiómák	idiʲoːmaːk
idióta	idiʲoːtɒ
időbe	idøːbɛ
időbeli	idøːbɛli
időben	idøːbɛn
időbeosztás	idøːbɛostaːʃ
időből	idøːbøːl
időd	idøːd
időgazdálkodás	idøːɡɒzdaːlkodaːʃ
időgépek	idøːɡeːpɛk
időgép	idøːɡeːp
időhiány	idøːɦiʲaːɲ
időhöz	idøːɦøz
időhúzás	idøːɦuːzaːʃ
idő	idøː
időigényes	idøːʲiɡeːɲɛʃ
időig	idøːʲiɡ
időintervallum	idøːʲintɛrvɒlːum
időjárás	idøːjaːraːʃ
időjárási	idøːjaːraːʃi
időjárások	idøːjaːraːʃok
időkapszula	idøːkɒpsulɒ
időkbe	idøːɡbɛ
időkben	idøːɡbɛn
időkből	idøːɡbøːl
időket	idøːkɛt
időkhöz	idøːkhøz
idők	idøːk
időkkel	idøːkːɛl
időknek	idøːknɛk
időknél	idøːkneːl
időkön	idøːkøn
időközben	idøːkøzbɛn
időköz	idøːkøz
időközönként	idøːkøzøŋkeːnt
időkre	idøːkrɛ
időkről	idøːkrøːl
időktől	idøːktøːl
idom	idom
időm	idøːm
idomok	idomok
idomtalan	idomtɒlɒn
időnek	idøːnɛk
időnél	idøːneːl
időn	idøːn
időnként	idøːŋkeːnt
időnkénti	idøːŋkeːnti
időnk	idøːŋk
időpontban	idøːpondbɒn
időpont	idøːpont
időpontjában	idøːpoɲcaːbɒn
időpontja	idøːpoɲcɒ
időpontját	idøːpoɲcaːt
időpontok	idøːpontok
időpontot	idøːpontot
időre	idøːrɛ
időrend	idøːrɛnd
időrendi	idøːrɛndi
időről	idøːrøːl
idősb	idøːʒb
idősebbek	idøːʃɛbːɛk
idősebb	idøːʃɛbː
idősek	idøːʃɛk
idős	idøːʃ
idősödik	idøːʃødik
időszaka	idøːsɒkɒ
időszakban	idøːsɒɡbɒn
időszak	idøːsɒk
időszaki	idøːsɒki
időszakokban	idøːsɒkoɡbɒn
időszakok	idøːsɒkok
időszakokra	idøːsɒkokrɒ
időszakos	idøːsɒkoʃ
időszakot	idøːsɒkot
időszakra	idøːsɒkrɒ
időszámítás	idøːsaːmiːtaːʃ
időszámítások	idøːsaːmiːtaːʃok
időszerűen	idøːsɛryːɛn
időszerű	idøːsɛryː
időszerűség	idøːsɛryːʃeːɡ
időszerűtlen	idøːsɛryːtlɛn
időszerűtlenség	idøːsɛryːtlɛnʃeːɡ
időtartama	idøːtɒrtɒmɒ
időtartam	idøːtɒrtɒm
időtartamra	idøːtɒrtɒmrɒ
időt	idøːt
időtlen	idøːtlɛn
időtlenség	idøːtlɛnʃeːɡ
időtök	idøːtøk
időtől	idøːtøːl
időtöltés	idøːtølteːʃ
idővel	idøːvɛl
időz	idøːz
időzik	idøːzik
időzítések	idøːziːteːʃɛk
időzítés	idøːziːteːʃ
időzít	idøːziːt
időzítő	idøːziːtøː
időzítők	idøːziːtøːk
időzóna	idøːzoːnɒ
ifj.	ifjɒbː
ifjú	ifjuː
ifjúság	ifjuːʃaːɡ
ifjúsági	ifjuːʃaːɡi
iga	iɡɒ
igák	iɡaːk
igazabb	iɡɒzɒbː
igazából	iɡɒzaːboːl
igazad	iɡɒzɒd
igaza	iɡɒzɒ
igazak	iɡɒzɒk
igazán	iɡɒzaːn
igazat	iɡɒzɒt
igazgatási	iɡɒzɡɒtaːʃi
igazgatás	iɡɒzɡɒtaːʃ
igazgat	iɡɒzɡɒt
igazgatói	iɡɒzɡɒtoːʲi
igazgató	iɡɒzɡɒtoː
igazgatója	iɡɒzɡɒtoːjɒ
igazgatók	iɡɒzɡɒtoːk
igazgatóság	iɡɒzɡɒtoːʃaːɡ
igazgatótanács	iɡɒzɡɒtoːtɒnaːt͡ʃ
igazgatótanácsok	iɡɒzɡɒtoːtɒnaːt͡ʃok
igazi	iɡɒzi
igazít	iɡɒziːt
igaz	iɡɒz
igazolás	iɡɒzolaːʃ
igazolások	iɡɒzolaːʃok
igazolást	iɡɒzolaːʃt
igazol	iɡɒzol
igazolni	iɡɒzolni
igazoló	iɡɒzoloː
igazolt	iɡɒzolt
igazolvány	iɡɒzolvaːɲ
igazolványkép	iɡɒzolvaːɲkeːp
igazolványok	iɡɒzolvaːɲok
igazság	iɡɒʃːaːɡ
igazságok	iɡɒʃːaːɡok
igazságos	iɡɒʃːaːɡoʃ
igazságosság	iɡɒʃːaːɡoʃːaːɡ
igazságosságok	iɡɒʃːaːɡoʃːaːɡok
igazságot	iɡɒʃːaːɡot
igazságszolgáltatás	iɡɒʃːaːksolɡaːltɒtaːʃ
igazságtalanabb	iɡɒʃːaːktɒlɒnɒbː
igazságtalanabbul	iɡɒʃːaːktɒlɒnɒbːul
igazságtalan	iɡɒʃːaːktɒlɒn
igazságtalanul	iɡɒʃːaːktɒlɒnul
igazságügyiek	iɡɒʃːaːɡyɟiʲɛk
igazságügyi	iɡɒʃːaːɡyɟi
igéből	iɡeːbøːl
igehirdetés	iɡɛɦirdɛteːʃ
igeidő	iɡɛʲidøː
ige	iɡɛ
igéket	iɡeːkɛt
igék	iɡeːk
igekötő	iɡɛkøtøː
igekötők	iɡɛkøtøːk
igemód	iɡɛmoːd
igemódok	iɡɛmoːdok
igenbe	iɡɛmbɛ
igenben	iɡɛmbɛn
igenből	iɡɛmbøːl
igencsak	iɡɛnt͡ʃɒk
igenekbe	iɡɛnɛɡbɛ
igenekben	iɡɛnɛɡbɛn
igenekből	iɡɛnɛɡbøːl
igeneken	iɡɛnɛkɛn
igenekért	iɡɛnɛkeːrt
igeneket	iɡɛnɛkɛt
igenekhez	iɡɛnɛkhɛz
igenek	iɡɛnɛk
igének	iɡeːnɛk
igenekig	iɡɛnɛkiɡ
igenekké	iɡɛnɛkːeː
igenekkel	iɡɛnɛkːɛl
igenekként	iɡɛnɛkːeːnt
igeneknek	iɡɛnɛknɛk
igeneknél	iɡɛnɛkneːl
igenekre	iɡɛnɛkrɛ
igenekről	iɡɛnɛkrøːl
igenektől	iɡɛnɛktøːl
igenen	iɡɛnɛn
igenért	iɡɛneːrt
igenevek	iɡɛnɛvɛk
igenév	iɡɛneːv
igenévszó	iɡɛneːfsoː
igenhez	iɡɛnɦɛz
igen	iɡɛn
igenig	iɡɛniɡ
igenis	iɡɛniʃ
igenként	iɡɛŋkeːnt
igenné	iɡɛnːeː
igennek	iɡɛnːɛk
igennel	iɡɛnːɛl
igennél	iɡɛnːeːl
igénnyel	iɡeːɲːɛl
igenre	iɡɛnrɛ
igenről	iɡɛnrøːl
igent	iɡɛnt
igentől	iɡɛntøːl
igénybe	iɡeːɲbɛ
igénye	iɡeːɲɛ
igényeihez	iɡeːɲɛʲiɦɛz
igényei	iɡeːɲɛʲi
igényeinek	iɡeːɲɛʲinɛk
igényeit	iɡeːɲɛʲit
igényeket	iɡeːɲɛkɛt
igények	iɡeːɲɛk
igényeknek	iɡeːɲɛknɛk
igényelhető	iɡeːɲɛlɦɛtøː
igényel	iɡeːɲɛl
igényesebb	iɡeːɲɛʃɛbː
igényesen	iɡeːɲɛʃɛn
igényes	iɡeːɲɛʃ
igényét	iɡeːɲeːt
igény	iɡeːɲ
igénytelen	iɡeːɲtɛlɛn
igényt	iɡeːɲt
ígéretek	iːɡeːrɛtɛk
ígéretes	iːɡeːrɛtɛʃ
ígéretet	iːɡeːrɛtɛt
ígéret	iːɡeːrɛt
ígér	iːɡeːr
ígéri	iːɡeːri
ígérkezik	iːɡeːrkɛzik
igeszemlélet	iɡɛsɛmleːlɛt
igéz	iɡeːz
ignác	iɡnaːt͡s
ignorál	iɡnoraːl
igric	iɡrit͡s
igyekezetek	iɟɛkɛzɛtɛk
igyekezet	iɟɛkɛzɛt
igyekezett	iɟɛkɛzɛtː
igyekezik	iɟɛkɛzik
igyekszik	iɟɛksik
így	iːɟ
ihatatlanabb	iɦɒtɒtlɒnɒbː
ihatatlan	iɦɒtɒtlɒn
ihat	iɦɒt
iható	iɦɒtoː
ihin	ihin
ihlet	ixlɛt
í	iː
íjak	iːjɒk
íjászat	iːjaːsɒt
íjászatok	iːjaːsɒtok
íjász	iːjaːs
íjászok	iːjaːsok
ijedt	ijɛtː
ijedtségek	ijɛt͡ʃːeːɡɛk
ijedtség	ijɛt͡ʃːeːɡ
ijeszteni	ijɛstɛni
ijeszt	ijɛst
ijesztő	ijɛstøː
íj	iːj
ikarosz	ikɒros
ikerablak	ikɛrɒblɒk
ikerablakok	ikɛrɒblɒkok
iker	ikɛr
ikerítés	ikɛriːteːʃ
ikerszó	ikɛrsoː
ikon	ikon
ikonok	ikonok
ikozaéder	ikozɒʲeːdɛr
ikra	ikrɒ
ikrek	ikrɛk
iktat	iktɒt
ildi	ildi
ildike	ildikɛ
ildikó	ildikoː
illata	ilːɒtɒ
illat	ilːɒt
illatosabb	ilːɒtoʃɒbː
illatos	ilːɒtoʃ
illatszerbolt	ilːɒtsɛrbolt
illatszerboltok	ilːɒtsɛrboltok
illatszerek	ilːɒtsɛrɛk
illatszer	ilːɒtsɛr
illegális	ilːɛɡaːliʃ
illékony	ilːeːkoɲ
illés	ilːeːʃ
illeszkedik	ilːɛskɛdik
illeszt	ilːɛst
illesztő	ilːɛstøː
illesztőprogram	ilːɛstøːproɡrɒm
illetékek	ilːɛteːkɛk
illetékes	ilːɛteːkɛʃ
illetékesség	ilːɛteːkɛʃːeːɡ
illeték	ilːɛteːk
illetéktelenek	ilːɛteːktɛlɛnɛk
illetéktelen	ilːɛteːktɛlɛn
illeti	ilːɛti
illet	ilːɛt
illetlen	ilːɛtlɛn
illetmények	ilːɛtmeːɲɛk
illetmény	ilːɛtmeːɲ
illetően	ilːɛtøːɛn
illető	ilːɛtøː
illetőleg	ilːɛtøːlɛɡ
illetve	ilːɛtvɛ
illik	ilːik
ill.	ilːɛtvɛ
illó	ilːoː
illő	ilːøː
illóolaj	ilːoːolɒj
illusztráció	ilːustraːt͡siʲoː
illusztrációk	ilːustraːt͡siʲoːk
illusztrátor	ilːustraːtor
illúzió	ilːuːziʲoː
illúziókba	ilːuːziʲoːɡbɒ
illyés	ijːeːʃ
ilma	ilmɒ
ilona	ilonɒ
ilyenbe	ijɛmbɛ
ilyenben	ijɛmbɛn
ilyenből	ijɛmbøːl
ilyenekbe	ijɛnɛɡbɛ
ilyenekben	ijɛnɛɡbɛn
ilyenekből	ijɛnɛɡbøːl
ilyeneken	ijɛnɛkɛn
ilyenekért	ijɛnɛkeːrt
ilyeneket	ijɛnɛkɛt
ilyenekhez	ijɛnɛkhɛz
ilyenekig	ijɛnɛkiɡ
ilyenek	ijɛnɛk
ilyenekké	ijɛnɛkːeː
ilyenekkel	ijɛnɛkːɛl
ilyenekként	ijɛnɛkːeːnt
ilyeneknek	ijɛnɛknɛk
ilyeneknél	ijɛnɛkneːl
ilyenekre	ijɛnɛkrɛ
ilyenekről	ijɛnɛkrøːl
ilyenektől	ijɛnɛktøːl
ilyenen	ijɛnɛn
ilyenért	ijɛneːrt
ilyenhez	ijɛnɦɛz
ilyenig	ijɛniɡ
ilyen	ijɛn
ilyenként	ijɛŋkeːnt
ilyenkor	ijɛŋkor
ilyenné	ijɛnːeː
ilyennek	ijɛnːɛk
ilyennel	ijɛnːɛl
ilyennél	ijɛnːeːl
ilyenre	ijɛnrɛ
ilyenről	ijɛnrøːl
ilyent	ijɛnt
ilyentől	ijɛntøːl
ilyesmi	ijɛʃmi
ilyesmit	ijɛʃmit
ilyet	ijɛt
ily	ij
imádás	imaːdaːʃ
imádások	imaːdaːʃok
imád	imaːd
imádja	imaːɟːɒ
imádkozik	imaːtkozik
imádkozzunk	imaːtkozːuŋk
imádni	imaːdni
imádó	imaːdoː
imádom	imaːdom
imádság	imaːt͡ʃːaːɡ
imádságok	imaːt͡ʃːaːɡok
imaginárius	imɒɡinaːriʲuʃ
ima	imɒ
imák	imaːk
imamalom	imɒmɒlom
imám	imaːm
imámok	imaːmok
imazsámoly	imɒʒaːmoj
imbolyog	imbojoɡ
íme	iːmɛ
imént	imeːnt
ím	iːm
immanens	imːɒnɛnʃ
immár	imːaːr
immáron	imːaːron
immobilizál	imːobilizaːl
immunhiány	imːunɦiʲaːɲ
immunrendszer	imːunrɛntsɛr
imperializmus	impɛriʲɒlizmuʃ
implikáció	implikaːt͡siʲoː
implikációk	implikaːt͡siʲoːk
importálás	importaːlaːʃ
importál	importaːl
import	import
importőr	importøːr
importőrök	importøːrøk
impozáns	impozaːnʃ
impregnál	imprɛɡnaːl
impresszárió	imprɛsːaːriʲoː
impresszáriók	imprɛsːaːriʲoːk
impresszionista	imprɛsːiʲoniʃtɒ
impresszionizmus	imprɛsːiʲonizmuʃ
impresszum	imprɛsːum
impresszumok	imprɛsːumok
imprimatúra	imprimɒtuːrɒ
imprimatúrák	imprimɒtuːraːk
improvizáció	improvizaːt͡siʲoː
improvizációk	improvizaːt͡siʲoːk
improvizációs	improvizaːt͡siʲoːʃ
improvizál	improvizaːl
impulzusnyomaték	impulzuʃɲomɒteːk
imre	imrɛ
inába	inaːbɒ
ina	inɒ
inak	inɒk
inas	inɒʃ
inasok	inɒʃok
indexel	indɛksɛl
indexkép	indɛkskeːp
indiaiak	indiʲɒʲiʲɒk
indiai	indiʲɒʲi
india	indiʲɒ
indián	indiʲaːn
indiánok	indiʲaːnok
indifferens	indifːɛrɛnʃ
indigó	indiɡoː
indikátor	indikaːtor
indikátorok	indikaːtorok
indiszkréció	indiskreːt͡siʲoː
indiszkréciók	indiskreːt͡siʲoːk
indiszkrét	indiskreːt
indítani	indiːtɒni
indítás	indiːtaːʃ
indíték	indiːteːk
indítékok	indiːteːkok
indíthat	indiːthɒt
indít	indiːt
indító	indiːtoː
indította	indiːtotːɒ
indítvány	indiːtvaːɲ
indítványok	indiːtvaːɲok
indium	indiʲum
indiumok	indiʲumok
individualizmus	individuɒlizmuʃ
indoeurópai	indoɛuroːpɒʲi
indok	indok
indoklás	indoklaːʃ
indokolatlan	indokolɒtlɒn
indokol	indokol
indokolta	indokoltɒ
indonézia	indoneːziʲɒ
indonéz	indoneːz
indukál	indukaːl
indukció	indukt͡siʲoː
indukciók	indukt͡siʲoːk
induktív	induktiːv
indulás	indulaːʃ
indulások	indulaːʃok
indulat	indulɒt
indulatok	indulɒtok
indulatos	indulɒtoʃ
indulatszó	indulɒtsoː
indul	indul
indulnak	indulnɒk
indulni	indulni
induló	induloː
indulok	indulok
indulók	induloːk
indultál	indultaːl
indultam	indultɒm
indult	indult
indus	induʃ
infantilis	iɱfɒntiliʃ
infarktus	iɱfɒrktuʃ
infarktusok	iɱfɒrktuʃok
infekció	iɱfɛkt͡siʲoː
infekciók	iɱfɛkt͡siʲoːk
inflációellenes	iɱflaːt͡siʲoːɛlːɛnɛʃ
infláció	iɱflaːt͡siʲoː
inflációk	iɱflaːt͡siʲoːk
inflációs	iɱflaːt͡siʲoːʃ
influenza	iɱfluɛnzɒ
infografika	iɱfoɡrɒfikɒ
infó	iɱfoː
információelméletek	iɱformaːt͡siʲoːɛlmeːlɛtɛk
információelmélet	iɱformaːt͡siʲoːɛlmeːlɛt
információért	iɱformaːt͡siʲoːʲeːrt
információhoz	iɱformaːt͡siʲoːɦoz
információ	iɱformaːt͡siʲoː
információkat	iɱformaːt͡siʲoːkɒt
információkért	iɱformaːt͡siʲoːkeːrt
információkhoz	iɱformaːt͡siʲoːkhoz
információk	iɱformaːt͡siʲoːk
információkkal	iɱformaːt͡siʲoːkːɒl
információknak	iɱformaːt͡siʲoːknɒk
információnak	iɱformaːt͡siʲoːnɒk
információs	iɱformaːt͡siʲoːʃ
információt	iɱformaːt͡siʲoːt
információval	iɱformaːt͡siʲoːvɒl
informál	iɱformaːl
informálisabb	iɱformaːliʃɒbː
informális	iɱformaːliʃ
informált	iɱformaːlt
informatika	iɱformɒtikɒ
informatikai	iɱformɒtikɒʲi
informatikus	iɱformɒtikuʃ
informatikusok	iɱformɒtikuʃok
informatív	iɱformɒtiːv
infót	iɱfoːt
infrastruktúra	iɱfrɒʃtruktuːrɒ
infrastruktúrák	iɱfrɒʃtruktuːraːk
infrastrukturális	iɱfrɒʃtrukturaːliʃ
infrastruktúránk	iɱfrɒʃtruktuːraːŋk
infravörös	iɱfrɒvørøʃ
infúzió	iɱfuːziʲoː
infúziók	iɱfuːziʲoːk
ingadozik	iŋɡɒdozik
inga	iŋɡɒ
ingák	iŋɡaːk
ingat	iŋɡɒt
ingatlan	iŋɡɒtlɒn
ingatlanok	iŋɡɒtlɒnok
ingatlant	iŋɡɒtlɒnt
ingázás	iŋɡaːzaːʃ
ingázások	iŋɡaːzaːʃok
ingázik	iŋɡaːzik
ingázó	iŋɡaːzoː
ingben	iŋɡbɛn
inge	iŋɡɛ
ingek	iŋɡɛk
ingen	iŋɡɛn
ingere	iŋɡɛrɛ
ingerek	iŋɡɛrɛk
ingerem	iŋɡɛrɛm
