ॐ	oːm
बच्चन	bət͡ʃt͡ʃən
बच्चा	bət͡ʃt͡ʃɑː
बजना	bəd͡ʒnɑː
बजाय	bəd͡ʒɑːj
बटाटा	bəʈɑːʈɑː
बटाना	bəʈɑːnɑː
बटालियन	bəʈɑːliːjən
बटेर	bəʈeːɾ
बटोरना	bəʈoːɾnɑː
बड़	bəɽ
बड़बड़ाना	bəɽbəɽɑːnɑː
बड़े	bəɽeː
बढ़ई	bəɽʱəiː
बढ़ना	bəɽʱnɑː
बढ़ाना	bəɽʱɑːnɑː
बढ़ावा	bəɽʱɑːʋɑː
बढ़ेला	bəɽʱeːlɑː
बढ़ोतरी	bəɽʱoːt̪əɾiː
बतलाना	bət̪lɑːnɑː
बताना	bət̪ɑːnɑː
बतौर	bət̪ɔːɾ
बत्तीस	bət̪t̪iːs
बदतमीज़	bəd̪t̪əmiːz
बदतर	bəd̪t̪əɾ
बदन	bəd̪ən
बदमाश	bəd̪mɑːʃ
बदलाव	bəd̪lɑːʋ
बदहज़मी	bəd̪ʱəzmiː
बदौलत	bəd̪ɔːlət̪
बद्दुआ	bəd̪d̪ʊɑː
बद्दू	bəd̪d̪uː
बद्ध	bəd̪d̪ʱ
बधिर	bəd̪ʱɪɾ
बधिरता	bəd̪ʱɪɾt̪ɑː
बन	bən
बनना	bənnɑː
बनवाना	bənʋɑːnɑː
बनाना	bənɑːnɑː
बनाने	bənɑːneː
बनाम	bənɑːm
बनारस	bənɑːɾəs
बनावट	bənɑːʋəʈ
बनावटी	bənaːʋəʈiˑ
बनिज	bənɪd͡ʒ
बनिया	bəniːjɑː
बन्दूक	bənd̪uːk
बपतिस्मा	bəpt̪ɪsmɑː
बबर	bəbəɾ
बबूल	bəbuːl
बब्बर	bəbbəɾ
बमबारी	bəmbɑːɾiː
बमवर्षक	bəmʋəɾʃək
बम्बई	bəmbəiː
बयान	bəjɑːn
बयानबाज़ी	bəjɑːnbɑːziː
बयालीस	bəjɑːliːs
बयासी	bəjɑːsiː
बरकत	bəɾkət̪
बरक़रार	bəɾkəɾɑːɾ
बरक़रार	bəɾqəɾɑːɾ
बरगद	bəɾɡəd̪
बरज़बान	bəɾəzbɑːn
बरमा	bəɾmɑː
बरस	bəɾəs
बरसात	bəɾsɑːt̪
बरात	bəɾɑːt̪
बरामद	bəɾɑːməd̪
बरामदा	bəɾɑːmd̪ɑː
बरिशाल	bəɾɪʃɑːl
बरी	bəɾiː
बरेली	bəɾeːliː
बर्ख़ास्त	bəɾkʰɑːst̪
बर्ख़ास्त	bəɾxɑːst̪
बर्तन	bəɾt̪ən
बर्ताव	bəɾt̪ɑːʋ
बर्दाश्त	bəɾd̪ɑːʃt̪
बर्फ़	bəɾəf
बर्फ़	bəɾf
बर्फ़ीला	bəɾfiːlɑː
बर्मिंघम	bəɾmɪŋɡʱəm
बल	bəl
बलग़म	bəlɡəm
बलपूर्वक	bəlpuːɾʋək
बलिदान	bəlɪd̪ɑːn
बलूच	bəluːt͡ʃ
बलूची	bəluːt͡ʃiː
बल्कि	bəlkiː
बल्ला	bəllɑː
बल्ली	bəlliː
बल्लेबाज़	bəlleːbɑːz
बवाल	bəʋɑːl
बवासीर	bəʋɑːsiːɾ
बस	bəs
बसना	bəsnɑː
बसेरा	bəseːɾɑː
बसंत	bəsənt̪
बस्ता	bəst̪ɑː
बस्ती	bəst̪iː
बहकना	bɛːʱknɑː
बहकाना	bɛːʱkɑːnɑː
बहत्तर	bɛːʱt̪t̪əɾ
बहन	bɛːʱn
बहनचोद	bɛːʱnt͡ʃoːd̪
बहना	bɛːʱnɑː
बहनोई	bɛːʱnoːiː
बहरा	bɛːʱɾɑː
बहरापन	bɛːʱɾɑːpən
बहरी	bɛːʱɾiː
बहरीन	bɛːʱɾiːn
बहलना	bɛːʱlnɑː
बहलाना	bɛːʱlɑːnɑː
बहाल	bəɦɑːl
बहाव	bəɦɑːʋ
बहावलनगर	bəɦɑːʋəlnəɡəɾ
बहावलपुर	bəɦɑːʋəlpʊɾ
बहिन	bɛːʱn
बहिर्वेशन	bəɦɪɾʋeːʃən
बही	bəɦiː
बहुचर्चित	bəɦʊt͡ʃəɾt͡ʃɪt̪
बहुजन	bəɦʊd͡ʒən
बहुत	bəˈhʊt̪
बहुदलीय	bəɦʊd̪əliːj
बहुपद	bəɦʊpəd̪
बहुपयोगी	bəɦʊpjoːɡiː
बहुफलक	bəɦʊpʰələk
बहुराष्ट्रीय	bəɦʊɾɑːʃʈɾiːj
बहुवचन	bəɦʊʋət͡ʃən
बहुविवाह	bəɦʊʋɪʋɑːʱ
बहुसंख्यक	bəɦʊsəŋkʰjək
बहुसंख्या	bəɦʊsəŋkʰjɑː
बाई	bɑːiː
बाईस	bɑːiːs
बाएँ	bɑːẽ
बाक़ायदा	bɑːkɑːjd̪ɑː
बाक़ायदा	bɑːqɑːjd̪ɑː
बाक़ी	bɑːkiː
बाक़ी	bɑːqiː
बाकू	bɑːkuː
बाख़ुदा	bɑːkʰʊd̪ɑː
बाख़ुदा	bɑːxʊd̪ɑː
बाग़	baːɣ
बाज़	bɑːz
बाजरा	bɑːd͡ʒɾɑː
बाज़ारी	bɑːzɑːɾiː
बाज़ीचा	bɑːziːt͡ʃɑː
बाज़ू	bɑːzuː
बाट	bɑːʈ
बाटना	bɑːʈnɑː
बाड़ी	bɑːɽiː
बाढ़	bɑːɽʱ
बाण	bɑːn
बात	bɑːt̪
बाती	bɑːt̪iː
बातूनी	bɑːt̪uːniː
बाथरूम	bɑːt̪ʰɾuːm
बाद	bɑːd̪
बादशाह	bɑːd̪ʃɑːʱ
बादशाहत	bɑːd̪ʃɑːɦət̪
बाधा	bɑːd̪ʱɑː
बान	bɑːn
बानवे	bɑːnʋeː
बापू	bɑːpuː
बाप्तिस्मा	bɑːpt̪ɪsmɑː
बाबत	bɑːbət̪
बाबर	bɑːbəɾ
बाबू	bɑːbuː
बायाँ	bɑːjɑ̃ː
बार	bɑːɾ
बारहखड़ी	bɑːɾɛːʱkʰəɽiː
बारात	bɑːɾɑːt̪
बारिक	bɑːɾɪk
बारिश	bɑːɾɪʃ
बारी	bɑːɾiː
बारीक	bɑːɾiːk
बारूदख़ाना	bɑːɾuːd̪kʰɑːnɑː
बारूदख़ाना	bɑːɾuːd̪xɑːnɑː
बाल	bɑːl
बालपन	bɑːlpən
बालिका	bɑːlɪkɑː
बालू	bɑːluː
बाल्यावस्था	bɑːljɑːʋəst̪ʰɑː
बावजूद	bɑːʋd͡ʒuːd̪
बावन	bɑːʋən
बावरची	bɑːʋəɾt͡ʃiː
बावला	bɑːʋlɑː
बाशिंदा	bɑːʃɪnd̪ɑː
बासठ	bɑːsəʈʰ
बासन	bɑːsən
बासमती	bɑːsəmt̪iː
बाहर	bɑːɦəɾ
बाहुबली	bɑːɦʊbəliː
बाह्य	bɑːʱj
बांग्लादेश	bɑːŋɡlɑːd̪eːʃ
बांझ	bɑːɲd͡ʒʱ
बांटना	bɑːnʈnɑː
बांस	bɑːns
बाँझ	bɑ̃ːd͡ʒʱ
बाँटना	bɑ̃ːʈnɑː
बाँध	bɑ̃ːd̪ʱ
बाँधना	bɑ̃ːd̪ʱnɑː
बाँधना	bɑːnd̪ʱnɑː
बाँस	bɑ̃ːs
बाँसुरी	bɑ̃ːsʊɾiː
बिकवाल	bɪkʋɑːl
बिक्री	bɪkɾiː
बिगड़ना	bɪɡəɽnɑː
बिगुल	bɪɡʊl
बिचला	bɪt͡ʃlɑː
बिचौलिया	bɪt͡ʃɔːliːjɑː
बिच्छू	bɪt͡ʃt͡ʃʰuː
बिछड़ना	bɪt͡ʃʰəɽnɑː
बिछाना	bɪt͡ʃʰɑːnɑː
बिजली	bɪd͡ʒliː
बिजलीकरण	bɪd͡ʒliːkəɾən
बिजलीघर	bɪd͡ʒliːɡʱəɾ
बिटकॉइन	bɪʈkɔːɪn
बिटिया	bɪʈiːjɑː
बिताना	bɪt̪ɑːnɑː
बित्ता	bɪt̪t̪ɑː
बिन	bɪn
बिनती	bɪnt̪iː
बिमारी	bɪmɑːɾiː
बियाबान	biːjɑːbɑːn
बिरादर	bɪɾɑːd̪əɾ
बिल	bɪl
बिलखना	bɪləkʰnɑː
बिश्नोई	bɪʃnoːiː
बिसरना	bɪsəɾnɑː
बिस्तर	bɪst̪əɾ
बिस्मिल्ला	bɪsmɪllɑː
बिहारी	bɪɦɑːɾiː
बिंदास	bɪnd̪ɑːs
बिंदी	bɪnd̪iː
बिंदु	bɪnd̪uː
बी	biː
बीकानेर	biːkɑːneːɾ
बीघा	biːɡʱɑː
बीच	biːt͡ʃ
बीजांड	biːd͡ʒɑːnɖ
बीड़ा	biːɽɑː
बीड़ी	biːɽiː
बीतना	biːt̪nɑː
बीती	biːt̪iː
बीबी	biːbiː
बीमा	biːmɑː
बीमारी	biːmɑːɾiː
बीर	biːɾ
बीरगंज	biːɾɡəɲd͡ʒ
बीवी	biːʋiː
बीस	biːs
बीहड़	biːɦəɽ
बुआ	bʊɑː
बुआई	bʊɑːiː
बुक	bʊk
बुज़दिल	bʊzd̪ɪl
बुज़ुर्ग	bʊzʊɾɡ
बुझाना	bʊd͡ʒʱɑːnɑː
बुटवल	bʊʈʋəl
बुड्ढा	bʊɖɖʱɑː
बुड्ढी	bʊɖɖʱiː
बुढ़ापा	bʊɽʱaːpaː
बुद्ध	bʊd̪d̪ʱ
बुद्धि	bʊd̪d̪ʱiː
बुद्धिजीवी	bʊd̪d̪ʱɪd͡ʒiːʋiː
बुनना	bʊnnɑː
बुनियाद	bʊnɪˈjɑːd̪
बुरक़ा	bʊɾkɑː
बुरक़ा	bʊɾqɑː
बुर्जुआ	bʊɾd͡ʒʊɑː
बुलबुल	bʊlbʊl
बुलबुला	bʊlbʊlɑː
बुलाकर	bʊlɑːkəɾ
बुलाना	bʊlɑːnɑː
बुलेटिन	bʊleːʈɪn
बुलंद	bʊlənd̪
बुलंदशहर	bʊlənd̪ʃɛːʱɾ
बुल्गारिया	bʊlɡɑːɾiːjɑː
बुल्ला	bʊl̪l̪ɑː
बुसान	bʊsɑːn
बुंदेलखंड	bʊnd̪eːlkʰənɖ
बुंदेली	bʊnd̪eːliː
बूझना	buːd͡ʒʱnɑː
बूट	buːʈ
बूढ़ा	buːɽʱɑː
बूंद	buːnd̪
बूँद	bũːd̪
बेअक़्ल	ˈbeːəqəl̪
बेइज़्ज़ती	beːɪzzət̪iː
बेक़रार	beːkəɾɑːɾ
बेक़रार	beːqəɾɑːɾ
बेक़ाबू	beːkɑːbuː
बेक़ाबू	beːqɑːbuː
बेकार	beːkɑːɾ
बेख़बर	beːkʰəbəɾ
बेख़बर	beːxəbəɾ
बेगम	beːɡəm
बेगाना	beːɡɑːnɑː
बेगार	beːɡɑːɾ
बेगुनाह	beːɡʊnɑːʱ
बेजान	beːd͡ʒɑːn
बेज़ुबान	beːzʊbɑːn
बेटा	beːʈɑː
बेड़ा	beːɽɑː
बेतहाशा	beːt̪əɦɑːʃɑː
बेताब	beːt̪ɑːb
बेतुका	beːt̪ʊkɑː
बेदख़ल	beːd̪əkʰl
बेदख़ल	beːd̪əxl
बेदख़ली	beːd̪əkʰliː
बेदख़ली	beːd̪əxliː
बेनतीजा	beːnət̪iːd͡ʒɑː
बेफ़िक्री	beːfɪkɾiː
बेबाक़	beːbɑːk
बेबाक़	beːbɑːq
बेमेल	beːmeːl
बेर	beːɾ
बेरूख़ी	beːɾuːkʰiː
बेरूख़ी	beːɾuːxiː
बेरौनक़	beːɾɔːnək
बेरौनक़	beːɾɔːnəq
बेलचा	beːlt͡ʃɑː
बेलना	beːlnɑː
बेलनाकार	beːlənɑːkɑːɾ
बेलफ़ास्ट	beːlfɑːsʈ
बेल्जियम	beːld͡ʒiːjəm
बेवक़ूफ़	beːʋkuːf
बेवक़ूफ़	beːʋquːf
बेवक़ूफ़ी	beːʋkuːfiː
बेवक़ूफ़ी	beːʋquːfiː
बेवफ़ा	beːʋəfɑː
बेवा	beːʋɑː
बेशक	beːʃək
बेशक़ीमती	beːʃkiːmt̪iː
बेशक़ीमती	beːʃqiːmt̪iː
बेशुमार	beːʃʊmɑːɾ
बेसन	beːsən
बेसबॉल	beːsbɔːl
बेस्वाद	beːsʋɑːd̪
बेंच	beːɲt͡ʃ
बैग	bæːɡ
बैग	bɛːɡ
बैठना	bɛʈʰnaː
बैतनिय्याह	bɛt̪ənijːaɦ
बैर	bɛːɾ
बैरा	bɛːɾɑː
बैल	bɛːl
बैलगाड़ी	bɛːlɡɑːɽiː
बैंगन	bɛːŋɡən
बॉलीवुड	bɔːliːʋʊɖ
बोझिल	boːd͡ʒʱɪl
बोट	boːʈ
बोटी	boːʈiː
बोध	boːd̪ʱ
बोना	boːnɑː
बोर्ड	boːɾɖ
बोल	boːl
बोलना	ˈboːlnɑː
बोली	boːliː
बौछाड़	bɔːt͡ʃʰɑːɽ
बौछार	bɔːt͡ʃʰɑːɾ
बौड़म	bɔːɽəm
बौना	bɔːnɑː
बंजर	bəɲd͡ʒəɾ
बंजारा	bəɲd͡ʒɑːɾɑː
बंटना	bənʈnɑː
बंटाना	bənʈɑːnɑː
बंद	bənd̪
बंदगी	bənd̪əɡiː
बंदर	bənd̪əɾ
बंदरगाह	bənd̪əɾɡɑːʱ
बंदरिया	bənd̪əɾiːjɑː
बंदा	bənd̪ɑː
बंदी	bənd̪iː
बंदूक़	bənd̪uːk
बंदूक़	bənd̪uːq
बंध	bənd̪ʱ
बंधु	bənd̪ʱuː
बंधुत्व	bənd̪ʱʊt̪ʋ
बंबई	bəmbəiː
बंबा	bəmbɑː
बँटवारा	bə̃ʈʋɑːɾɑː
ब्याज	bjɑːd͡ʒ
ब्याह	bjɑːʱ
ब्याहना	bjɑːʱnɑː
ब्यूरो	bjuːɾoː
ब्योंत	bjoːnt̪
ब्यौरा	bjɔːɾɑː
ब्रज	bɾəd͡ʒ
ब्रह्म	bɾəʱm
ब्रह्माण्ड	bɾɛːʱmɑːnɖ
ब्रह्मांड	bɾɛːʱmɑːnɖ
ब्राह्मी	bɾɑːʱmiː
ब्रिटिश	bɾɪʈɪʃ
ब्रिटेन	bɾɪʈeːn
ब्रिस्बेन	bɾɪsbeːn
ब्रुनेई	bɾʊneːiː
ब्रूनेई	bɾuːneːiː
ब्रैंपटन	bɾɛːmpʈən
भ	bʱə
भई	bʱəiː
भक्त	bʱəkt̪
भक्तपुर	bʱəkt̪əpʊɾ
भक्ति	bʱəkt̪iː
भग	bʱəɡ
भगदड़	bʱəɡd̪əɽ
भगनासा	bʱəɡnɑːsɑː
भगवा	bʱəɡʋɑː
भगवाकरण	bʱəɡʋɑːkəɾən
भगवान	bʱəɡʋɑːn
भगवान्	bʱəɡʋɑːn
भजन	bʱəd͡ʒən
भजमन	bʱəd͡ʒmən
भटकना	bʱəʈəknɑː
भड़कना	bʱəɽəknɑː
भड़काऊ	bʱəɽkɑːuː
भड़काना	bʱəɽkɑːnɑː
भड़कीला	bʱəɽkiːlɑː
भतीजा	bʱət̪iːd͡ʒɑː
भतीजी	bʱət̪iːd͡ʒiː
भद्दा	bʱəd̪d̪ɑː
भय	bʱɛː
भयभीत	bʱəjbʱiːt̪
भयमुक्त	bʱəjmʊkt̪
भयाक्रांत	bʱəjɑːkɾɑːnt̪
भर	bʱəɾ
भरत	bʱəɾət̪
भरतपुर	bʱəɾət̪pʊɾ
भरना	bʱəɾnɑː
भरपूर	bʱəɾpuːɾ
भरोसा	bʱəɾoːsɑː
भरोसेमंद	bʱəɾoːseːmənd̪
भर्ती	bʱəɾt̪iː
भर्त्सना	bʱəɾt̪sənɑː
भले	bʱəleː
भविष्यवाणी	bʱəʋɪʃjəʋɑːniː
भाई	bʱɑːiː
भाईचारा	bʱɑːiːt͡ʃɑːɾɑː
भाखा	bʱɑːkʰɑː
भाग	bʱɑːɡ
भागना	bʱɑːɡnɑː
भागा	bʱɑːɡɑː
भागी	bʱɑːɡiː
भागे	bʱɑːɡeː
भाग्यशाली	bʱaːɡjəʃaːliː
भाजपा	bʱɑːd͡ʒpɑː
भाटक	bʱɑːʈək
भाड़ा	bʱɑːɽɑː
भात	bʱɑːt̪
भाना	bʱɑːnɑː
भाप	bʱɑːp
भाभी	bʱɑːbʱiː
भार	bʱɑːɾ
भारत	bʱɑːɾət̪
भारा	bʱɑːɾɑː
भारी	bʱɑːɾiː
भारोत्तोलक	bʱɑːɾoːt̪t̪oːlək
भारोत्तोलन	bʱɑːɾoːt̪t̪oːlən
भारोपीय	ˌbʱɑːɾoːˈpiːjᵊ
भाव	bʱɑːʋ
भावनगर	bʱɑːʋnəɡəɾ
भावना	bʱɑːʋnɑː
भावनात्मक	bʱɑːʋnɑːt̪mək
भावमय	bʱɑːʋməj
भावुक	bʱɑːʋʊk
भावुकता	bʱɑːʋʊkt̪ɑː
भाषण	bʱɑːʃən
भाषा	ˈbʱɑːʂɑː
भाषाविद्	bʱɑːʃɑːʋɪd̪
भांग	bʱɑːŋɡ
भांजा	bʱɑːɲd͡ʒɑː
भांजी	bʱɑːɲd͡ʒiː
भाँग	bʱɑːŋɡ
भाँजना	bʱɑ̃ːd͡ʒnɑː
भाँति	bʱɑ̃ːt̪iː
भिक्षा	bʱɪkʃɑː
भिखारी	bʱɪkʰɑːɾiː
भिड़	bʱɪɽ
भिडु	bʱɪɖuː
भिन्न	bʱɪnn
भिन्नता	bʱɪnnt̪ɑː
भिया	bʱiːjɑː
भिंडी	bʱɪnɖiː
भीख	bʱiːkʰ
भीड़	bʱiːɽ
भीड़भाड़	bʱiːɽbʱɑːɽ
भीमसरट	bʱiːmsəɾəʈ
भीषण	bʱiːʃən
भुगतना	bʱʊɡət̪nɑː
भुगतान	bʱʊɡt̪ɑːn
भुगताना	bʱʊɡt̪ɑːnɑː
भुज	bʱʊd͡ʒ
भुजा	bʱʊd͡ʒɑː
भुजंग	bʱʊd͡ʒəŋɡ
भुवन	bʱʊʋən
भू	bʱuː
भूख	bʱuːkʰ
भूखमरी	bʱuːkʰməɾiː
भूखा	bʱuːkʰɑː
भूगोल	bʱuːɡoːl
भूचाल	bʱuːt͡ʃɑːl
भूटान	bʱuːʈɑːn
भूतकाल	bʱuːt̪kɑːl
भूनना	bʱuːnnɑː
भूमिका	bʱuːmɪkɑː
भूमिगत	bʱuːmɪɡət̪
भूमिपुत्र	bʱuːmɪpʊt̪ɾ
भूमंडल	bʱuːmənɖəl
भूमंडलीय	bʱuːmənɖəliːj
भूराजनीति	bʱuːɾɑːd͡ʒniːt̪iː
भूलभुलैया	bʱuːlbʱʊləiːjɑː
भूविज्ञान	bʱuːʋɪɡjɑːn
भृकुटी	bʱɾɪkʊʈiː
भेजना	bʱeːd͡ʒnɑː
भेजा	bʱeːd͡ʒɑː
भेड़	bʱeːɽ
भेद	bʱeːd̪
भेदना	bʱeːd̪nɑː
भेदपूर्ण	bʱeːd̪puːɾn
भेदभाव	bʱeːd̪bʱɑːʋ
भेषज	bʱeːʃəd͡ʒ
भेंट	bʱeːnʈ
भैया	bʱəiːjɑː
भैंस	bʱɛ̃ːs
भैंसा	bʱɛ̃ːsɑː
भोग	bʱoːɡ
भोगना	bʱoːɡnɑː
भोजनालय	bʱoːd͡ʒnɑːləj
भोजपुरी	bʱoːd͡ʒpʊɾiː
भोपाल	bʱoːpɑːl
भोर	bʱoːɾ
भोला	bʱoːlɑː
भोलानाथ	bʱoːlɑːnɑːt̪ʰ
भोलेपन	bʱoːleːpən
भोसड़ी	bʱoːsɽiː
भोंकना	bʱoːŋknɑː
भौतिक	bʱɔːt̪ɪk
भौतिकवाद	bʱɔːt̪ɪkʋɑːd̪
भौतिकी	bʱɔːt̪ɪkiː
भौमिकी	bʱɔːmɪkiː
भौंरा	bʱɔːnɾɑː
भंकस	bʱəŋkəs
भंडार	bʱənɖɑːɾ
भँवरा	bʱə̃ʋɾɑː
भ्रम	bʱɾəm
भ्रमण	bʱɾəmən
भ्रष्ट	bʱɾəʃʈ
भ्रष्टाचार	bʱɾəʃʈɑːt͡ʃɑːɾ
भ्राता	bʱɾɑːt̪ɑː
भ्रूण	bʱɾuːn
भ्रूणता	bʱɾuːnt̪ɑː
भ्रूणीय	bʱɾuːniːj
म	mə
मई	məiː
मकड़ा	məkɽɑː
मक़दूर	məkd̪uːɾ
मक़दूर	məqd̪uːɾ
मक़बरा	məkbəɾɑː
मक़बरा	məqbəɾɑː
मक़रूज़	məkɾuːz
मक़रूज़	məqɾuːz
मक़सद	məksəd̪
मक़सद	məqsəd̪
मकान	məkaːn
मक्का	məkkɑː
मक्खनफल	məkkʰənpʰəl
मख़मल	məkʰməl
मख़मल	məxməl
मखानी	məkʰɑːniː
मग़ज़	məɡəz
मगर	məɡəɾ
मगरमच्छ	məɡəɾmət͡ʃt͡ʃʰ
मग्न	məɡn
मचलना	mət͡ʃəlnɑː
मचाना	mət͡ʃɑːnɑː
मच्छ	mət͡ʃt͡ʃʰ
मच्छर	mət͡ʃt͡ʃʰəɾ
मच्छी	mət͡ʃt͡ʃʰiː
मछली	mət͡ʃʰliː
मछलीपालन	mət͡ʃʰliːpɑːlən
मज़दूर	məzd̪uːɾ
मजनू	məd͡ʒnuː
मजनूँ	məd͡ʒnũː
मजबूर	məd͡ʒbuːɾ
मजबूरी	məd͡ʒbuːɾiː
मजमा	məd͡ʒmɑː
मजलिस	məd͡ʒlɪs
मज़हब	məzɦəb
मज़ा	məzɑː
मज़ाक़िया	məzɑːqiːjɑː
मजाल	məd͡ʒɑːl
मजीठ	məd͡ʒiːʈʰ
मझधार	məd͡ʒʱd̪ʱɑːɾ
मटक	məʈək
मटकना	məʈəknɑː
मटका	məʈkɑː
मटकाना	məʈkɑːnɑː
मठ	məʈʰ
मणि	məniː
मत	mət̪
मतगणना	mət̪ɡənnɑː
मतदाता	mət̪d̪ɑːt̪ɑː
मतदान	mət̪d̪ɑːn
मतभेद	mət̪bʱeːd̪
मतलब	mət̪ləb
मतलबी	mət̪ləbiː
मत्त	mət̪t̪
मथुरा	mət̪ʰʊɾɑː
मद	məd̪
मददगार	məd̪əd̪ɡɑːɾ
मदमत्त	məd̪mət̪t̪
मदमाता	məd̪mɑːt̪ɑː
मदार	məd̪ɑːɾ
मदुरै	məd̪ʊɾɛː
मद्देनज़र	məd̪d̪eːnəzəɾ
मद्धम	məd̪d̪ʱəm
मद्रासी	məd̪ɾɑːsiː
मधु	məd̪ʱuː
मधुमेह	məd̪ʱuːmeːʱ
मधुर	məd̪ʱʊɾ
मधुशाला	məd̪ʱʊʃɑːlɑː
मध्य	məd̪ʱj
मध्यदेश	məd̪ʱjəd̪eːʃ
मध्ययुग	məd̪ʱjəjʊɡ
मध्यवर्ग	məd̪ʱjəʋəɾɡ
मध्यवर्ती	məd̪ʱjəʋəɾt̪iː
मध्यावकाश	məd̪ʱjɑːʋkɑːʃ
मध्यावधि	məd̪ʱjɑːʋəd̪ʱiː
मध्यांतर	məd̪ʱjɑːnt̪əɾ
मनमाना	mənmɑːnɑː
मनश्चिकित्सक	mənəʃt͡ʃɪkɪt̪sək
मनसूब	mənsuːb
मना	mənɑː
मनाना	mənɑːnɑː
मनीऑर्डर	məniːɔːɾɖəɾ
मनु	mənuː
मनुज	mənʊd͡ʒ
मनुष्य	mənʊʃjə
मनोनीत	mənoːniːt̪
मनोबल	mənoːbəl
मनोरोग	mənoːɾoːɡ
मनोरंजन	mənoːɾəɲd͡ʒən
मनोविदलता	mənoːʋɪd̪əlt̪ɑː
मन्नत	mənnət̪
ममता	məmt̪ɑː
